Months,Measure Names,Months,Daily Volatility,Avg. Price,Max. Price,Measure Values,Min. Price
5/1/1995,Min. Price,5/1/1995,,$19.7,$20.5,18.69,$18.7
6/1/1995,Max. Price,6/1/1995,,$18.4,$19.3,19.25,$17.4
6/1/1995,Avg. Price,6/1/1995,,$18.4,$19.3,18.400454545,$17.4
6/1/1995,Min. Price,6/1/1995,,$18.4,$19.3,17.4,$17.4
7/1/1995,Max. Price,7/1/1995,,$17.3,$17.6,17.56,$16.8
7/1/1995,Avg. Price,7/1/1995,,$17.3,$17.6,17.256842105,$16.8
7/1/1995,Min. Price,7/1/1995,,$17.3,$17.6,16.79,$16.8
8/1/1995,Max. Price,8/1/1995,,$17.8,$18.5,18.54,$17.5
8/1/1995,Avg. Price,8/1/1995,,$17.8,$18.5,17.812608696,$17.5
8/1/1995,Min. Price,8/1/1995,,$17.8,$18.5,17.47,$17.5
9/1/1995,Max. Price,9/1/1995,,$18.2,$19.0,18.95,$17.3
9/1/1995,Avg. Price,9/1/1995,,$18.2,$19.0,18.208,$17.3
9/1/1995,Min. Price,9/1/1995,,$18.2,$19.0,17.25,$17.3
10/1/1995,Max. Price,10/1/1995,,$17.4,$17.7,17.68,$16.9
10/1/1995,Avg. Price,10/1/1995,,$17.4,$17.7,17.397727273,$16.9
10/1/1995,Min. Price,10/1/1995,,$17.4,$17.7,16.87,$16.9
11/1/1995,Max. Price,11/1/1995,,$18.0,$18.6,18.57,$17.7
11/1/1995,Avg. Price,11/1/1995,,$18.0,$18.6,17.998,$17.7
11/1/1995,Min. Price,11/1/1995,,$18.0,$18.6,17.65,$17.7
12/1/1995,Max. Price,12/1/1995,,$19.0,$19.7,19.67,$18.4
12/1/1995,Avg. Price,12/1/1995,,$19.0,$19.7,19.0375,$18.4
12/1/1995,Min. Price,12/1/1995,,$19.0,$19.7,18.43,$18.4
1/1/1996,Max. Price,1/1/1996,,$18.7,$20.3,20.26,$17.5
1/1/1996,Avg. Price,1/1/1996,,$18.7,$20.3,18.700476190,$17.5
1/1/1996,Min. Price,1/1/1996,,$18.7,$20.3,17.45,$17.5
2/1/1996,Max. Price,2/1/1996,,$18.8,$21.1,21.05,$17.5
2/1/1996,Avg. Price,2/1/1996,,$18.8,$21.1,18.7825,$17.5
2/1/1996,Min. Price,2/1/1996,,$18.8,$21.1,17.54,$17.5
3/1/1996,Max. Price,3/1/1996,,$21.2,$24.3,24.34,$19.2
3/1/1996,Avg. Price,3/1/1996,,$21.2,$24.3,21.181904762,$19.2
3/1/1996,Min. Price,3/1/1996,,$21.2,$24.3,19.2,$19.2
4/1/1996,Max. Price,4/1/1996,,$23.3,$25.3,25.34,$21.2
4/1/1996,Avg. Price,4/1/1996,,$23.3,$25.3,23.295238095,$21.2
4/1/1996,Min. Price,4/1/1996,,$23.3,$25.3,21.2,$21.2
5/1/1996,Max. Price,5/1/1996,,$21.1,$22.7,22.65,$19.8
5/1/1996,Avg. Price,5/1/1996,,$21.1,$22.7,21.091818182,$19.8
5/1/1996,Min. Price,5/1/1996,,$21.1,$22.7,19.76,$19.8
6/1/1996,Max. Price,6/1/1996,,$20.4,$22.1,22.14,$19.7
6/1/1996,Avg. Price,6/1/1996,,$20.4,$22.1,20.4295,$19.7
6/1/1996,Min. Price,6/1/1996,,$20.4,$22.1,19.72,$19.7
7/1/1996,Max. Price,7/1/1996,,$21.3,$22.5,22.48,$20.1
7/1/1996,Avg. Price,7/1/1996,,$21.3,$22.5,21.250476190,$20.1
7/1/1996,Min. Price,7/1/1996,,$21.3,$22.5,20.11,$20.1
8/1/1996,Max. Price,8/1/1996,,$21.9,$23.3,23.26,$21.0
8/1/1996,Avg. Price,8/1/1996,,$21.9,$23.3,21.906363636,$21.0
8/1/1996,Min. Price,8/1/1996,,$21.9,$23.3,21.04,$21.0
9/1/1996,Max. Price,9/1/1996,,$23.9,$25.0,25,$23.2
9/1/1996,Avg. Price,9/1/1996,,$23.9,$25.0,23.932,$23.2
9/1/1996,Min. Price,9/1/1996,,$23.9,$25.0,23.19,$23.2
10/1/1996,Max. Price,10/1/1996,,$24.9,$25.9,25.92,$23.4
10/1/1996,Avg. Price,10/1/1996,,$24.9,$25.9,24.897391304,$23.4
10/1/1996,Min. Price,10/1/1996,,$24.9,$25.9,23.35,$23.4
11/1/1996,Max. Price,11/1/1996,,$23.6,$24.5,24.49,$22.6
11/1/1996,Avg. Price,11/1/1996,,$23.6,$24.5,23.551578947,$22.6
11/1/1996,Min. Price,11/1/1996,,$23.6,$24.5,22.64,$22.6
12/1/1996,Max. Price,12/1/1996,,$25.1,$26.6,26.57,$23.4
12/1/1996,Avg. Price,12/1/1996,,$25.1,$26.6,25.123809524,$23.4
12/1/1996,Min. Price,12/1/1996,,$25.1,$26.6,23.38,$23.4
1/1/1997,Max. Price,1/1/1997,,$25.2,$26.6,26.62,$23.9
1/1/1997,Avg. Price,1/1/1997,,$25.2,$26.6,25.180454545,$23.9
1/1/1997,Min. Price,1/1/1997,,$25.2,$26.6,23.9,$23.9
2/1/1997,Max. Price,2/1/1997,,$22.2,$24.2,24.15,$20.3
2/1/1997,Avg. Price,2/1/1997,,$22.2,$24.2,22.172105263,$20.3
2/1/1997,Min. Price,2/1/1997,,$22.2,$24.2,20.3,$20.3
3/1/1997,Max. Price,3/1/1997,,$21.0,$22.3,22.32,$20.1
3/1/1997,Avg. Price,3/1/1997,,$21.0,$22.3,20.974,$20.1
3/1/1997,Min. Price,3/1/1997,,$21.0,$22.3,20.11,$20.1
4/1/1997,Max. Price,4/1/1997,,$19.7,$20.4,20.44,$19.1
4/1/1997,Avg. Price,4/1/1997,,$19.7,$20.4,19.726818182,$19.1
4/1/1997,Min. Price,4/1/1997,,$19.7,$20.4,19.12,$19.1
5/1/1997,Max. Price,5/1/1997,,$20.9,$22.1,22.12,$19.6
5/1/1997,Avg. Price,5/1/1997,,$20.9,$22.1,20.871904762,$19.6
5/1/1997,Min. Price,5/1/1997,,$20.9,$22.1,19.6,$19.6
6/1/1997,Max. Price,6/1/1997,,$19.2,$21.0,20.98,$18.5
6/1/1997,Avg. Price,6/1/1997,,$19.2,$21.0,19.222380952,$18.5
6/1/1997,Min. Price,6/1/1997,,$19.2,$21.0,18.53,$18.5
7/1/1997,Max. Price,7/1/1997,,$19.7,$20.3,20.34,$19.0
7/1/1997,Avg. Price,7/1/1997,,$19.7,$20.3,19.659090909,$19.0
7/1/1997,Min. Price,7/1/1997,,$19.7,$20.3,18.99,$19.0
8/1/1997,Max. Price,8/1/1997,,$19.9,$20.8,20.81,$19.3
8/1/1997,Avg. Price,8/1/1997,,$19.9,$20.8,19.945714286,$19.3
8/1/1997,Min. Price,8/1/1997,,$19.9,$20.8,19.26,$19.3
9/1/1997,Max. Price,9/1/1997,,$19.8,$21.3,21.26,$19.3
9/1/1997,Avg. Price,9/1/1997,,$19.8,$21.3,19.777619048,$19.3
9/1/1997,Min. Price,9/1/1997,,$19.8,$21.3,19.27,$19.3
10/1/1997,Max. Price,10/1/1997,,$21.3,$22.8,22.76,$20.5
10/1/1997,Avg. Price,10/1/1997,,$21.3,$22.8,21.278695652,$20.5
10/1/1997,Min. Price,10/1/1997,,$21.3,$22.8,20.46,$20.5
11/1/1997,Max. Price,11/1/1997,,$20.2,$21.0,21,$19.2
11/1/1997,Avg. Price,11/1/1997,,$20.2,$21.0,20.22,$19.2
11/1/1997,Min. Price,11/1/1997,,$20.2,$21.0,19.15,$19.2
12/1/1997,Max. Price,12/1/1997,,$18.3,$18.8,18.84,$17.6
12/1/1997,Avg. Price,12/1/1997,,$18.3,$18.8,18.32,$17.6
12/1/1997,Min. Price,12/1/1997,,$18.3,$18.8,17.6,$17.6
1/1/1998,Max. Price,1/1/1998,,$16.7,$17.8,17.82,$15.7
1/1/1998,Avg. Price,1/1/1998,,$16.7,$17.8,16.7275,$15.7
1/1/1998,Min. Price,1/1/1998,,$16.7,$17.8,15.74,$15.7
2/1/1998,Max. Price,2/1/1998,,$16.1,$17.1,17.05,$15.3
2/1/1998,Avg. Price,2/1/1998,,$16.1,$17.1,16.080526316,$15.3
2/1/1998,Min. Price,2/1/1998,,$16.1,$17.1,15.31,$15.3
3/1/1998,Max. Price,3/1/1998,,$15.0,$16.8,16.83,$13.2
3/1/1998,Avg. Price,3/1/1998,,$15.0,$16.8,15.044545455,$13.2
3/1/1998,Min. Price,3/1/1998,,$15.0,$16.8,13.21,$13.2
4/1/1998,Max. Price,4/1/1998,,$15.5,$16.0,15.99,$15.1
4/1/1998,Avg. Price,4/1/1998,,$15.5,$16.0,15.464761905,$15.1
4/1/1998,Min. Price,4/1/1998,,$15.5,$16.0,15.09,$15.1
5/1/1998,Max. Price,5/1/1998,,$14.9,$16.1,16.13,$13.0
5/1/1998,Avg. Price,5/1/1998,,$14.9,$16.1,14.934,$13.0
5/1/1998,Min. Price,5/1/1998,,$14.9,$16.1,12.96,$13.0
6/1/1998,Max. Price,6/1/1998,,$13.7,$15.1,15.12,$11.6
6/1/1998,Avg. Price,6/1/1998,,$13.7,$15.1,13.669545455,$11.6
6/1/1998,Min. Price,6/1/1998,,$13.7,$15.1,11.56,$11.6
7/1/1998,Max. Price,7/1/1998,,$14.1,$14.9,14.87,$13.3
7/1/1998,Avg. Price,7/1/1998,,$14.1,$14.9,14.085454545,$13.3
7/1/1998,Min. Price,7/1/1998,,$14.1,$14.9,13.34,$13.3
8/1/1998,Max. Price,8/1/1998,,$13.4,$13.8,13.8,$12.7
8/1/1998,Avg. Price,8/1/1998,,$13.4,$13.8,13.381904762,$12.7
8/1/1998,Min. Price,8/1/1998,,$13.4,$13.8,12.71,$12.7
9/1/1998,Max. Price,9/1/1998,,$15.0,$16.1,16.14,$13.7
9/1/1998,Avg. Price,9/1/1998,,$15.0,$16.1,14.971904762,$13.7
9/1/1998,Min. Price,9/1/1998,,$15.0,$16.1,13.67,$13.7
10/1/1998,Max. Price,10/1/1998,,$14.4,$15.6,15.64,$13.4
10/1/1998,Avg. Price,10/1/1998,,$14.4,$15.6,14.415,$13.4
10/1/1998,Min. Price,10/1/1998,,$14.4,$15.6,13.35,$13.4
11/1/1998,Max. Price,11/1/1998,,$13.0,$14.4,14.36,$11.2
11/1/1998,Avg. Price,11/1/1998,,$13.0,$14.4,13.039473684,$11.2
11/1/1998,Min. Price,11/1/1998,,$13.0,$14.4,11.22,$11.2
12/1/1998,Max. Price,12/1/1998,,$11.3,$12.4,12.38,$10.7
12/1/1998,Avg. Price,12/1/1998,,$11.3,$12.4,11.310909091,$10.7
12/1/1998,Min. Price,12/1/1998,,$11.3,$12.4,10.72,$10.7
1/1/1999,Max. Price,1/1/1999,,$12.5,$13.4,13.44,$11.8
1/1/1999,Avg. Price,1/1/1999,,$12.5,$13.4,12.486842105,$11.8
1/1/1999,Min. Price,1/1/1999,,$12.5,$13.4,11.81,$11.8
2/1/1999,Max. Price,2/1/1999,,$12.0,$12.7,12.68,$11.4
2/1/1999,Avg. Price,2/1/1999,,$12.0,$12.7,12.021052632,$11.4
2/1/1999,Min. Price,2/1/1999,,$12.0,$12.7,11.37,$11.4
3/1/1999,Max. Price,3/1/1999,,$14.7,$16.8,16.8,$12.2
3/1/1999,Avg. Price,3/1/1999,,$14.7,$16.8,14.682173913,$12.2
3/1/1999,Min. Price,3/1/1999,,$14.7,$16.8,12.24,$12.2
4/1/1999,Max. Price,4/1/1999,,$17.3,$18.7,18.66,$15.8
4/1/1999,Avg. Price,4/1/1999,,$17.3,$18.7,17.302380952,$15.8
4/1/1999,Min. Price,4/1/1999,,$17.3,$18.7,15.83,$15.8
5/1/1999,Max. Price,5/1/1999,,$17.8,$19.0,18.98,$16.8
5/1/1999,Avg. Price,5/1/1999,,$17.8,$19.0,17.771,$16.8
5/1/1999,Min. Price,5/1/1999,,$17.8,$19.0,16.84,$16.8
6/1/1999,Max. Price,6/1/1999,,$17.9,$19.3,19.29,$16.3
6/1/1999,Avg. Price,6/1/1999,,$17.9,$19.3,17.92,$16.3
6/1/1999,Min. Price,6/1/1999,,$17.9,$19.3,16.34,$16.3
7/1/1999,Max. Price,7/1/1999,,$20.1,$21.0,20.97,$19.4
7/1/1999,Avg. Price,7/1/1999,,$20.1,$21.0,20.095714286,$19.4
7/1/1999,Min. Price,7/1/1999,,$20.1,$21.0,19.37,$19.4
8/1/1999,Max. Price,8/1/1999,,$21.3,$22.1,22.11,$20.3
8/1/1999,Avg. Price,8/1/1999,,$21.3,$22.1,21.279090909,$20.3
8/1/1999,Min. Price,8/1/1999,,$21.3,$22.1,20.3,$20.3
9/1/1999,Max. Price,9/1/1999,,$23.8,$24.9,24.87,$21.5
9/1/1999,Avg. Price,9/1/1999,,$23.8,$24.9,23.789047619,$21.5
9/1/1999,Min. Price,9/1/1999,,$23.8,$24.9,21.49,$21.5
10/1/1999,Max. Price,10/1/1999,,$22.7,$24.5,24.54,$20.9
10/1/1999,Avg. Price,10/1/1999,,$22.7,$24.5,22.674761905,$20.9
10/1/1999,Min. Price,10/1/1999,,$22.7,$24.5,20.9,$20.9
11/1/1999,Max. Price,11/1/1999,,$24.8,$27.1,27.07,$22.4
11/1/1999,Avg. Price,11/1/1999,,$24.8,$27.1,24.7665,$22.4
11/1/1999,Min. Price,11/1/1999,,$24.8,$27.1,22.39,$22.4
12/1/1999,Max. Price,12/1/1999,,$26.1,$26.8,26.83,$25.0
12/1/1999,Avg. Price,12/1/1999,,$26.1,$26.8,26.088571429,$25.0
12/1/1999,Min. Price,12/1/1999,,$26.1,$26.8,25,$25.0
1/1/2000,Max. Price,1/1/2000,,$27.0,$29.7,29.66,$24.2
1/1/2000,Avg. Price,1/1/2000,,$27.0,$29.7,27.014210526,$24.2
1/1/2000,Min. Price,1/1/2000,,$27.0,$29.7,24.22,$24.2
2/1/2000,Max. Price,2/1/2000,,$29.3,$30.4,30.43,$27.6
2/1/2000,Avg. Price,2/1/2000,,$29.3,$30.4,29.2975,$27.6
2/1/2000,Min. Price,2/1/2000,,$29.3,$30.4,27.55,$27.6
3/1/2000,Max. Price,3/1/2000,,$29.9,$34.1,34.13,$26.5
3/1/2000,Avg. Price,3/1/2000,,$29.9,$34.1,29.894347826,$26.5
3/1/2000,Min. Price,3/1/2000,,$29.9,$34.1,26.45,$26.5
4/1/2000,Max. Price,4/1/2000,,$25.5,$27.4,27.35,$23.9
4/1/2000,Avg. Price,4/1/2000,,$25.5,$27.4,25.536842105,$23.9
4/1/2000,Min. Price,4/1/2000,,$25.5,$27.4,23.85,$23.9
5/1/2000,Max. Price,5/1/2000,,$28.8,$30.5,30.51,$25.9
5/1/2000,Avg. Price,5/1/2000,,$28.8,$30.5,28.805909091,$25.9
5/1/2000,Min. Price,5/1/2000,,$28.8,$30.5,25.87,$25.9
6/1/2000,Max. Price,6/1/2000,,$31.5,$33.1,33.05,$29.7
6/1/2000,Avg. Price,6/1/2000,,$31.5,$33.1,31.53,$29.7
6/1/2000,Min. Price,6/1/2000,,$31.5,$33.1,29.7,$29.7
7/1/2000,Max. Price,7/1/2000,,$29.7,$31.9,31.94,$27.4
7/1/2000,Avg. Price,7/1/2000,,$29.7,$31.9,29.716315789,$27.4
7/1/2000,Min. Price,7/1/2000,,$29.7,$31.9,27.43,$27.4
8/1/2000,Max. Price,8/1/2000,,$31.1,$33.3,33.32,$27.8
8/1/2000,Avg. Price,8/1/2000,,$31.1,$33.3,31.137826087,$27.8
8/1/2000,Min. Price,8/1/2000,,$31.1,$33.3,27.79,$27.8
9/1/2000,Max. Price,9/1/2000,,$33.9,$37.2,37.2,$30.3
9/1/2000,Avg. Price,9/1/2000,,$33.9,$37.2,33.867,$30.3
9/1/2000,Min. Price,9/1/2000,,$33.9,$37.2,30.34,$30.3
10/1/2000,Max. Price,10/1/2000,,$32.9,$36.1,36.06,$30.5
10/1/2000,Avg. Price,10/1/2000,,$32.9,$36.1,32.932272727,$30.5
10/1/2000,Min. Price,10/1/2000,,$32.9,$36.1,30.53,$30.5
11/1/2000,Max. Price,11/1/2000,,$34.3,$35.6,35.58,$32.5
11/1/2000,Avg. Price,11/1/2000,,$34.3,$35.6,34.263,$32.5
11/1/2000,Min. Price,11/1/2000,,$34.3,$35.6,32.54,$32.5
12/1/2000,Max. Price,12/1/2000,,$28.4,$32.0,32.02,$25.8
12/1/2000,Avg. Price,12/1/2000,,$28.4,$32.0,28.3985,$25.8
12/1/2000,Min. Price,12/1/2000,,$28.4,$32.0,25.77,$25.8
1/1/2001,Max. Price,1/1/2001,,$29.3,$32.2,32.19,$27.2
1/1/2001,Avg. Price,1/1/2001,,$29.3,$32.2,29.259523810,$27.2
1/1/2001,Min. Price,1/1/2001,,$29.3,$32.2,27.21,$27.2
2/1/2001,Max. Price,2/1/2001,,$29.6,$31.6,31.59,$27.4
2/1/2001,Avg. Price,2/1/2001,,$29.6,$31.6,29.644736842,$27.4
2/1/2001,Min. Price,2/1/2001,,$29.6,$31.6,27.39,$27.4
3/1/2001,Max. Price,3/1/2001,,$27.3,$29.0,29,$26.0
3/1/2001,Avg. Price,3/1/2001,,$27.3,$29.0,27.271363636,$26.0
3/1/2001,Min. Price,3/1/2001,,$27.3,$29.0,25.96,$26.0
4/1/2001,Max. Price,4/1/2001,,$27.6,$28.8,28.79,$25.6
4/1/2001,Avg. Price,4/1/2001,,$27.6,$28.8,27.621,$25.6
4/1/2001,Min. Price,4/1/2001,,$27.6,$28.8,25.59,$25.6
5/1/2001,Max. Price,5/1/2001,,$28.7,$30.0,29.98,$27.4
5/1/2001,Avg. Price,5/1/2001,,$28.7,$30.0,28.684090909,$27.4
5/1/2001,Min. Price,5/1/2001,,$28.7,$30.0,27.39,$27.4
6/1/2001,Max. Price,6/1/2001,,$27.6,$29.2,29.18,$25.6
6/1/2001,Avg. Price,6/1/2001,,$27.6,$29.2,27.584761905,$25.6
6/1/2001,Min. Price,6/1/2001,,$27.6,$29.2,25.56,$25.6
7/1/2001,Max. Price,7/1/2001,,$26.5,$28.2,28.21,$24.7
7/1/2001,Avg. Price,7/1/2001,,$26.5,$28.2,26.467142857,$24.7
7/1/2001,Min. Price,7/1/2001,,$26.5,$28.2,24.7,$24.7
8/1/2001,Max. Price,8/1/2001,,$27.3,$28.1,28.05,$26.4
8/1/2001,Avg. Price,8/1/2001,,$27.3,$28.1,27.309130435,$26.4
8/1/2001,Min. Price,8/1/2001,,$27.3,$28.1,26.37,$26.4
9/1/2001,Max. Price,9/1/2001,,$25.9,$29.5,29.53,$21.8
9/1/2001,Avg. Price,9/1/2001,,$25.9,$29.5,25.925625,$21.8
9/1/2001,Min. Price,9/1/2001,,$25.9,$29.5,21.81,$21.8
10/1/2001,Max. Price,10/1/2001,,$22.2,$23.3,23.34,$21.2
10/1/2001,Avg. Price,10/1/2001,,$22.2,$23.3,22.212608696,$21.2
10/1/2001,Min. Price,10/1/2001,,$22.2,$23.3,21.18,$21.2
11/1/2001,Max. Price,11/1/2001,,$19.7,$22.2,22.22,$17.5
11/1/2001,Avg. Price,11/1/2001,,$19.7,$22.2,19.668,$17.5
11/1/2001,Min. Price,11/1/2001,,$19.7,$22.2,17.45,$17.5
12/1/2001,Max. Price,12/1/2001,,$19.4,$21.3,21.27,$18.1
12/1/2001,Avg. Price,12/1/2001,,$19.4,$21.3,19.403684211,$18.1
12/1/2001,Min. Price,12/1/2001,,$19.4,$21.3,18.08,$18.1
1/1/2002,Max. Price,1/1/2002,,$19.7,$21.6,21.62,$18.0
1/1/2002,Avg. Price,1/1/2002,,$19.7,$21.6,19.729047619,$18.0
1/1/2002,Min. Price,1/1/2002,,$19.7,$21.6,17.97,$18.0
2/1/2002,Max. Price,2/1/2002,,$20.8,$21.7,21.74,$19.6
2/1/2002,Avg. Price,2/1/2002,,$20.8,$21.7,20.755789474,$19.6
2/1/2002,Min. Price,2/1/2002,,$20.8,$21.7,19.64,$19.6
3/1/2002,Max. Price,3/1/2002,,$24.4,$26.3,26.31,$22.4
3/1/2002,Avg. Price,3/1/2002,,$24.4,$26.3,24.442,$22.4
3/1/2002,Min. Price,3/1/2002,,$24.4,$26.3,22.4,$22.4
4/1/2002,Max. Price,4/1/2002,,$26.3,$27.7,27.71,$23.5
4/1/2002,Avg. Price,4/1/2002,,$26.3,$27.7,26.258181818,$23.5
4/1/2002,Min. Price,4/1/2002,,$26.3,$27.7,23.47,$23.5
5/1/2002,Max. Price,5/1/2002,,$27.0,$29.4,29.36,$24.7
5/1/2002,Avg. Price,5/1/2002,,$27.0,$29.4,26.953181818,$24.7
5/1/2002,Min. Price,5/1/2002,,$27.0,$29.4,24.67,$24.7
6/1/2002,Max. Price,6/1/2002,,$25.5,$26.9,26.86,$24.1
6/1/2002,Avg. Price,6/1/2002,,$25.5,$26.9,25.546,$24.1
6/1/2002,Min. Price,6/1/2002,,$25.5,$26.9,24.12,$24.1
7/1/2002,Max. Price,7/1/2002,,$26.9,$27.9,27.88,$26.1
7/1/2002,Avg. Price,7/1/2002,,$26.9,$27.9,26.94,$26.1
7/1/2002,Min. Price,7/1/2002,,$26.9,$27.9,26.07,$26.1
8/1/2002,Max. Price,8/1/2002,,$28.2,$30.1,30.11,$26.5
8/1/2002,Avg. Price,8/1/2002,,$28.2,$30.1,28.2,$26.5
8/1/2002,Min. Price,8/1/2002,,$28.2,$30.1,26.47,$26.5
9/1/2002,Max. Price,9/1/2002,,$29.7,$30.8,30.77,$27.8
9/1/2002,Avg. Price,9/1/2002,,$29.7,$30.8,29.67,$27.8
9/1/2002,Min. Price,9/1/2002,,$29.7,$30.8,27.79,$27.8
10/1/2002,Max. Price,10/1/2002,,$28.9,$30.8,30.83,$26.8
10/1/2002,Avg. Price,10/1/2002,,$28.9,$30.8,28.863043478,$26.8
10/1/2002,Min. Price,10/1/2002,,$28.9,$30.8,26.81,$26.8
11/1/2002,Max. Price,11/1/2002,,$26.2,$27.1,27.13,$25.2
11/1/2002,Avg. Price,11/1/2002,,$26.2,$27.1,26.189473684,$25.2
11/1/2002,Min. Price,11/1/2002,,$26.2,$27.1,25.19,$25.2
12/1/2002,Max. Price,12/1/2002,,$29.4,$32.7,32.72,$26.7
12/1/2002,Avg. Price,12/1/2002,,$29.4,$32.7,29.393333333,$26.7
12/1/2002,Min. Price,12/1/2002,,$29.4,$32.7,26.71,$26.7
1/1/2003,Max. Price,1/1/2003,,$32.7,$34.6,34.61,$30.6
1/1/2003,Avg. Price,1/1/2003,,$32.7,$34.6,32.699523810,$30.6
1/1/2003,Min. Price,1/1/2003,,$32.7,$34.6,30.56,$30.6
2/1/2003,Max. Price,2/1/2003,,$35.7,$37.7,37.7,$32.8
2/1/2003,Avg. Price,2/1/2003,,$35.7,$37.7,35.733157895,$32.8
2/1/2003,Min. Price,2/1/2003,,$35.7,$37.7,32.76,$32.8
3/1/2003,Max. Price,3/1/2003,,$33.2,$37.8,37.83,$26.9
3/1/2003,Avg. Price,3/1/2003,,$33.2,$37.8,33.156190476,$26.9
3/1/2003,Min. Price,3/1/2003,,$33.2,$37.8,26.91,$26.9
4/1/2003,Max. Price,4/1/2003,,$28.1,$30.9,30.87,$25.2
4/1/2003,Avg. Price,4/1/2003,,$28.1,$30.9,28.135714286,$25.2
4/1/2003,Min. Price,4/1/2003,,$28.1,$30.9,25.24,$25.2
5/1/2003,Max. Price,5/1/2003,,$28.1,$29.6,29.56,$25.7
5/1/2003,Avg. Price,5/1/2003,,$28.1,$29.6,28.070476190,$25.7
5/1/2003,Min. Price,5/1/2003,,$28.1,$29.6,25.67,$25.7
6/1/2003,Max. Price,6/1/2003,,$30.5,$32.4,32.36,$28.8
6/1/2003,Avg. Price,6/1/2003,,$30.5,$32.4,30.519523810,$28.8
6/1/2003,Min. Price,6/1/2003,,$30.5,$32.4,28.78,$28.8
7/1/2003,Max. Price,7/1/2003,,$30.7,$32.0,31.96,$29.7
7/1/2003,Avg. Price,7/1/2003,,$30.7,$32.0,30.702272727,$29.7
7/1/2003,Min. Price,7/1/2003,,$30.7,$32.0,29.67,$29.7
8/1/2003,Max. Price,8/1/2003,,$31.6,$32.4,32.39,$30.7
8/1/2003,Avg. Price,8/1/2003,,$31.6,$32.4,31.597142857,$30.7
8/1/2003,Min. Price,8/1/2003,,$31.6,$32.4,30.7,$30.7
9/1/2003,Max. Price,9/1/2003,,$28.3,$29.5,29.49,$27.0
9/1/2003,Avg. Price,9/1/2003,,$28.3,$29.5,28.311428571,$27.0
9/1/2003,Min. Price,9/1/2003,,$28.3,$29.5,26.96,$27.0
10/1/2003,Max. Price,10/1/2003,,$30.3,$32.0,31.97,$28.5
10/1/2003,Avg. Price,10/1/2003,,$30.3,$32.0,30.345217391,$28.5
10/1/2003,Min. Price,10/1/2003,,$30.3,$32.0,28.47,$28.5
11/1/2003,Max. Price,11/1/2003,,$31.1,$33.3,33.28,$28.8
