Months,Measure Names,Months,Daily Volatility,Avg. Price,Max. Price,Measure Values,Min. Price
3/1/2004,,3/1/2004,$2.7,$36.7,$38.2,,$35.5
4/1/2004,,4/1/2004,$3.6,$36.6,$37.8,,$34.3
5/1/2004,,5/1/2004,$3.5,$40.3,$41.7,,$38.2
6/1/2004,,6/1/2004,$6.7,$38.0,$42.3,,$35.7
7/1/2004,,7/1/2004,$5.4,$40.8,$43.8,,$38.4
8/1/2004,,8/1/2004,$6.6,$44.9,$48.7,,$42.1
9/1/2004,,9/1/2004,$7.1,$45.9,$49.9,,$42.8
10/1/2004,,10/1/2004,$5.3,$53.1,$55.2,,$49.9
11/1/2004,,11/1/2004,$4.8,$48.5,$50.9,,$46.1
12/1/2004,,12/1/2004,$5.6,$43.3,$46.3,,$40.7
1/1/2005,,1/1/2005,$7.5,$46.9,$49.6,,$42.1
2/1/2005,,2/1/2005,$6.5,$48.1,$51.8,,$45.3
3/1/2005,,3/1/2005,$5.0,$54.6,$56.7,,$51.7
4/1/2005,,4/1/2005,$7.6,$53.2,$57.3,,$49.7
5/1/2005,,5/1/2005,$5.3,$49.9,$52.1,,$46.8
6/1/2005,,6/1/2005,$8.0,$56.4,$60.5,,$52.5
7/1/2005,,7/1/2005,$4.6,$59.0,$61.3,,$56.7
8/1/2005,,8/1/2005,$9.0,$65.0,$69.8,,$60.9
9/1/2005,,9/1/2005,$6.5,$65.6,$69.5,,$63.0
10/1/2005,,10/1/2005,$5.7,$62.3,$65.5,,$59.8
11/1/2005,,11/1/2005,$5.6,$58.3,$61.8,,$56.1
12/1/2005,,12/1/2005,$4.0,$59.4,$61.4,,$57.3
1/1/2006,,1/1/2006,$5.6,$65.5,$68.4,,$62.8
2/1/2006,,2/1/2006,$8.9,$61.9,$66.6,,$57.7
3/1/2006,,3/1/2006,$7.2,$63.0,$67.2,,$60.0
4/1/2006,,4/1/2006,$8.9,$70.2,$75.2,,$66.2
5/1/2006,,5/1/2006,$6.1,$71.0,$74.6,,$68.5
6/1/2006,,6/1/2006,$5.4,$71.0,$73.9,,$68.6
7/1/2006,,7/1/2006,$4.4,$74.5,$77.0,,$72.7
8/1/2006,,8/1/2006,$7.3,$73.1,$77.0,,$69.7
9/1/2006,,9/1/2006,$8.7,$63.9,$69.2,,$60.5
10/1/2006,,10/1/2006,$4.6,$59.1,$61.4,,$56.8
11/1/2006,,11/1/2006,$7.3,$59.4,$63.1,,$55.8
12/1/2006,,12/1/2006,$3.4,$62.1,$63.7,,$60.3
1/1/2007,,1/1/2007,$10.6,$54.7,$61.1,,$50.5
2/1/2007,,2/1/2007,$4.5,$59.4,$61.8,,$57.3
3/1/2007,,3/1/2007,$9.4,$60.7,$66.0,,$56.6
4/1/2007,,4/1/2007,$5.0,$64.0,$66.5,,$61.5
5/1/2007,,5/1/2007,$4.8,$63.5,$66.3,,$61.5
6/1/2007,,6/1/2007,$5.9,$67.5,$70.7,,$64.8
7/1/2007,,7/1/2007,$7.1,$74.2,$78.2,,$71.1
8/1/2007,,8/1/2007,$7.6,$72.4,$76.9,,$69.3
9/1/2007,,9/1/2007,$8.2,$79.6,$83.3,,$75.1
10/1/2007,,10/1/2007,$15.5,$85.7,$94.5,,$79.0
11/1/2007,,11/1/2007,$9.5,$94.6,$98.2,,$88.7
12/1/2007,,12/1/2007,$9.1,$91.7,$96.6,,$87.5
1/1/2008,,1/1/2008,$12.6,$92.9,$99.6,,$87.0
2/1/2008,,2/1/2008,$15.5,$95.3,$102.6,,$87.1
3/1/2008,,3/1/2008,$10.8,$105.4,$110.3,,$99.5
4/1/2008,,4/1/2008,$18.4,$112.5,$119.4,,$101.0
5/1/2008,,5/1/2008,$20.7,$125.5,$133.2,,$112.5
6/1/2008,,6/1/2008,$17.9,$134.0,$140.2,,$122.3
7/1/2008,,7/1/2008,$23.1,$133.5,$145.3,,$122.2
8/1/2008,,8/1/2008,$12.2,$116.7,$125.1,,$112.9
9/1/2008,,9/1/2008,$29.8,$103.8,$120.9,,$91.2
10/1/2008,,10/1/2008,$35.8,$76.7,$98.5,,$62.7
11/1/2008,,11/1/2008,$20.9,$57.4,$70.5,,$49.6
12/1/2008,,12/1/2008,$15.4,$42.0,$49.3,,$33.9
1/1/2009,,1/1/2009,$13.4,$41.9,$48.8,,$35.4
2/1/2009,,2/1/2009,$11.2,$39.3,$45.2,,$34.0
3/1/2009,,3/1/2009,$14.2,$48.1,$54.3,,$40.2
4/1/2009,,4/1/2009,$6.8,$49.9,$52.6,,$45.9
5/1/2009,,5/1/2009,$13.1,$59.2,$66.3,,$53.2
6/1/2009,,6/1/2009,$6.6,$69.7,$72.7,,$66.1
7/1/2009,,7/1/2009,$9.9,$64.3,$69.5,,$59.5
8/1/2009,,8/1/2009,$7.6,$71.1,$74.4,,$66.8
9/1/2009,,9/1/2009,$6.6,$69.5,$72.5,,$65.9
10/1/2009,,10/1/2009,$11.8,$75.8,$81.4,,$69.6
11/1/2009,,11/1/2009,$4.4,$78.1,$80.4,,$76.0
12/1/2009,,12/1/2009,$9.8,$74.6,$79.4,,$69.5
1/1/2010,,1/1/2010,$10.3,$78.4,$83.2,,$72.9
2/1/2010,,2/1/2010,$9.0,$76.5,$80.2,,$71.2
3/1/2010,,3/1/2010,$5.1,$81.3,$83.8,,$78.7
4/1/2010,,4/1/2010,$5.4,$84.6,$86.8,,$81.5
5/1/2010,,5/1/2010,$18.2,$74.1,$86.2,,$68.0
6/1/2010,,6/1/2010,$7.4,$75.4,$78.9,,$71.4
7/1/2010,,7/1/2010,$7.3,$76.4,$79.3,,$72.0
8/1/2010,,8/1/2010,$10.9,$76.7,$82.6,,$71.6
9/1/2010,,9/1/2010,$6.5,$75.5,$80.0,,$73.5
10/1/2010,,10/1/2010,$3.7,$82.0,$83.2,,$79.5
11/1/2010,,11/1/2010,$7.4,$84.3,$87.8,,$80.4
12/1/2010,,12/1/2010,$4.8,$89.2,$91.5,,$86.8
1/1/2011,,1/1/2011,$6.6,$89.6,$92.2,,$85.6
2/1/2011,,2/1/2011,$13.8,$89.7,$98.1,,$84.3
3/1/2011,,3/1/2011,$9.5,$103.0,$106.7,,$97.2
4/1/2011,,4/1/2011,$7.7,$110.0,$113.9,,$106.3
5/1/2011,,5/1/2011,$16.6,$101.4,$113.5,,$96.9
6/1/2011,,6/1/2011,$11.3,$96.3,$101.9,,$90.6
7/1/2011,,7/1/2011,$4.9,$97.3,$99.9,,$94.9
8/1/2011,,8/1/2011,$15.6,$86.3,$94.9,,$79.3
9/1/2011,,9/1/2011,$11.0,$85.6,$90.2,,$79.2
10/1/2011,,10/1/2011,$18.3,$86.4,$94.0,,$75.7
11/1/2011,,11/1/2011,$10.4,$97.2,$102.6,,$92.2
12/1/2011,,12/1/2011,$7.8,$98.6,$101.3,,$93.5
1/1/2012,,1/1/2012,$4.8,$100.3,$103.2,,$98.5
2/1/2012,,2/1/2012,$13.4,$102.3,$109.8,,$96.4
3/1/2012,,3/1/2012,$6.1,$106.2,$108.8,,$102.8
4/1/2012,,4/1/2012,$4.2,$103.3,$105.2,,$101.0
5/1/2012,,5/1/2012,$19.6,$94.7,$106.2,,$86.5
6/1/2012,,6/1/2012,$7.3,$82.4,$85.0,,$77.7
7/1/2012,,7/1/2012,$8.9,$87.9,$92.7,,$83.8
8/1/2012,,8/1/2012,$10.1,$94.2,$97.3,,$87.1
9/1/2012,,9/1/2012,$9.0,$94.6,$99.0,,$90.0
10/1/2012,,10/1/2012,$6.9,$89.6,$92.5,,$85.5
11/1/2012,,11/1/2012,$4.8,$86.7,$89.3,,$84.4
12/1/2012,,12/1/2012,$6.3,$88.2,$91.8,,$85.6
1/1/2013,,1/1/2013,$5.0,$94.8,$97.9,,$92.9
2/1/2013,,2/1/2013,$5.7,$95.3,$97.8,,$92.1
3/1/2013,,3/1/2013,$7.1,$93.0,$97.2,,$90.1
4/1/2013,,4/1/2013,$10.5,$92.1,$97.2,,$86.7
5/1/2013,,5/1/2013,$5.7,$94.8,$96.7,,$91.0
6/1/2013,,6/1/2013,$5.1,$95.8,$98.4,,$93.3
7/1/2013,,7/1/2013,$10.1,$104.6,$108.1,,$98.0
8/1/2013,,8/1/2013,$6.7,$106.5,$110.1,,$103.4
9/1/2013,,9/1/2013,$8.2,$106.3,$110.5,,$102.3
10/1/2013,,10/1/2013,$7.7,$100.6,$104.1,,$96.4
11/1/2013,,11/1/2013,$3.2,$93.9,$95.4,,$92.3
12/1/2013,,12/1/2013,$6.5,$97.9,$100.3,,$93.8
1/1/2014,,1/1/2014,$7.0,$95.0,$98.7,,$91.7
2/1/2014,,2/1/2014,$6.9,$100.7,$103.3,,$96.4
3/1/2014,,3/1/2014,$6.9,$100.5,$104.9,,$98.0
4/1/2014,,4/1/2014,$4.8,$102.0,$104.4,,$99.6
5/1/2014,,5/1/2014,$4.9,$101.9,$104.4,,$99.4
6/1/2014,,6/1/2014,$4.8,$105.1,$107.3,,$102.5
7/1/2014,,7/1/2014,$7.2,$102.5,$105.3,,$98.2
8/1/2014,,8/1/2014,$4.9,$96.1,$98.3,,$93.4
9/1/2014,,9/1/2014,$4.7,$93.2,$95.8,,$91.2
10/1/2014,,10/1/2014,$10.5,$84.3,$91.0,,$80.5
11/1/2014,,11/1/2014,$12.6,$75.4,$78.8,,$66.2
12/1/2014,,12/1/2014,$15.7,$59.1,$69.0,,$53.3
1/1/2015,,1/1/2015,$10.1,$47.7,$54.6,,$44.5
2/1/2015,,2/1/2015,$5.9,$51.0,$54.1,,$48.2
3/1/2015,,3/1/2015,$8.1,$47.9,$51.5,,$43.5
4/1/2015,,4/1/2015,$10.5,$54.4,$59.6,,$49.1
5/1/2015,,5/1/2015,$3.7,$59.4,$60.9,,$57.3
6/1/2015,,6/1/2015,$3.4,$59.8,$61.4,,$58.0
7/1/2015,,7/1/2015,$9.8,$51.1,$57.0,,$47.1
8/1/2015,,8/1/2015,$11.0,$42.9,$49.2,,$38.2
9/1/2015,,9/1/2015,$3.2,$45.4,$47.2,,$44.0
10/1/2015,,10/1/2015,$6.4,$46.3,$49.6,,$43.2
11/1/2015,,11/1/2015,$7.5,$42.9,$47.9,,$40.4
12/1/2015,,12/1/2015,$7.1,$37.3,$41.9,,$34.7
1/1/2016,,1/1/2016,$10.2,$31.6,$36.8,,$26.6
2/1/2016,,2/1/2016,$7.5,$30.5,$33.8,,$26.2
3/1/2016,,3/1/2016,$7.1,$38.0,$41.5,,$34.4
4/1/2016,,4/1/2016,$10.3,$41.1,$46.0,,$35.7
5/1/2016,,5/1/2016,$6.1,$47.0,$49.6,,$43.4
6/1/2016,,6/1/2016,$5.0,$48.9,$51.2,,$46.2
7/1/2016,,7/1/2016,$7.9,$45.2,$49.0,,$41.1
8/1/2016,,8/1/2016,$9.0,$44.8,$48.5,,$39.5
9/1/2016,,9/1/2016,$5.2,$45.2,$48.2,,$43.0
10/1/2016,,10/1/2016,$4.7,$49.9,$51.6,,$46.9
11/1/2016,,11/1/2016,$6.1,$45.9,$49.4,,$43.3
12/1/2016,,12/1/2016,$4.3,$52.2,$54.1,,$49.8
1/1/2017,,1/1/2017,$3.2,$52.7,$54.0,,$50.8
2/1/2017,,2/1/2017,$2.3,$53.5,$54.5,,$52.2
3/1/2017,,3/1/2017,$6.5,$49.7,$53.8,,$47.3
4/1/2017,,4/1/2017,$4.4,$51.1,$53.4,,$49.0
5/1/2017,,5/1/2017,$6.0,$48.7,$51.5,,$45.5
6/1/2017,,6/1/2017,$5.8,$45.2,$48.4,,$42.5
7/1/2017,,7/1/2017,$5.9,$46.7,$50.2,,$44.2
8/1/2017,,8/1/2017,$3.6,$48.1,$49.6,,$46.0
9/1/2017,,9/1/2017,$4.9,$49.6,$52.2,,$47.3
10/1/2017,,10/1/2017,$5.1,$51.6,$54.4,,$49.3
11/1/2017,,11/1/2017,$4.7,$56.7,$59.0,,$54.3
12/1/2017,,12/1/2017,$4.5,$58.0,$60.4,,$56.0
1/1/2018,,1/1/2018,$5.9,$63.6,$66.1,,$60.2
2/1/2018,,2/1/2018,$6.6,$62.2,$65.8,,$59.2
3/1/2018,,3/1/2018,$5.8,$62.8,$65.9,,$60.1
4/1/2018,,4/1/2018,$6.6,$66.3,$68.6,,$62.1
5/1/2018,,5/1/2018,$5.5,$69.8,$72.2,,$66.7
6/1/2018,,6/1/2018,$9.4,$67.3,$74.2,,$64.7
7/1/2018,,7/1/2018,$6.3,$70.7,$74.1,,$67.9
8/1/2018,,8/1/2018,$5.2,$67.8,$70.3,,$65.0
9/1/2018,,9/1/2018,$5.7,$70.1,$73.3,,$67.5
10/1/2018,,10/1/2018,$11.1,$70.8,$76.4,,$65.3
11/1/2018,,11/1/2018,$13.4,$56.6,$63.7,,$50.3
12/1/2018,,12/1/2018,$10.7,$48.7,$53.3,,$42.5
1/1/2019,,1/1/2019,$8.4,$51.5,$54.2,,$45.9
2/1/2019,,2/1/2019,$4.9,$55.1,$57.3,,$52.4
3/1/2019,,3/1/2019,$4.3,$58.2,$60.1,,$55.8
4/1/2019,,4/1/2019,$4.7,$63.9,$66.3,,$61.6
5/1/2019,,5/1/2019,$10.1,$60.7,$63.6,,$53.5
6/1/2019,,6/1/2019,$8.3,$54.7,$59.4,,$51.1
7/1/2019,,7/1/2019,$5.1,$57.5,$60.4,,$55.3
8/1/2019,,8/1/2019,$6.0,$54.8,$57.1,,$51.1
9/1/2019,,9/1/2019,$9.0,$56.8,$62.9,,$53.9
10/1/2019,,10/1/2019,$4.2,$54.0,$56.7,,$52.5
11/1/2019,,11/1/2019,$3.4,$57.1,$58.6,,$55.2
12/1/2019,,12/1/2019,$5.8,$59.9,$61.7,,$56.0
1/1/2020,,1/1/2020,$11.7,$57.8,$63.3,,$51.6
2/1/2020,,2/1/2020,$9.0,$50.7,$53.8,,$44.8
3/1/2020,,3/1/2020,$27.1,$30.4,$47.2,,$20.1
4/1/2020,,4/1/2020,$66.0,$16.7,$28.3,,($37.6)
5/1/2020,,5/1/2020,$13.9,$26.2,$33.7,,$19.8
